placa,cd_modelo,chassi,ano,cor
"XKB0824   ",21,54896794724,2003,PRETO
"PGN4322   ",51,40818273631,2022,CHUMBO
"ZWW8942   ",96,70176985888,2020,CHUMBO
"JJF2505   ",38,49961001607,2018,CHUMBO
"QUU0825   ",6,34945946685,2005,BRANCO
"YGC8772   ",15,27500324232,2003,CHUMBO
"BOY7737   ",31,36831326438,2009,PRATA
"VZS9451   ",38,59322144299,2005,BRANCO
"CUF2108   ",81,14292818187,2003,PRETO
"JTO2264   ",45,53545059873,2003,CINZA
"HCN9861   ",49,47206786269,2020,PRATA
"EFW8441   ",93,71134385670,2020,VERMELHO
"FDK6832   ",18,87202440299,2005,VERMELHO
"SJY5294   ",13,35153804268,2002,CINZA
"TNK9493   ",75,82357445785,2003,PRETO
"VVE3359   ",18,81598047642,2004,CHUMBO
"TNO5844   ",47,60433826717,2021,BRANCO
"TUM5126   ",6,64582639445,2016,BRANCO
"GZA2965   ",52,75795377623,2001,BRANCO
"WNP8775   ",13,16738141860,2000,PRETO
"ZLL7138   ",88,19175059533,2016,PRETO
"UBW7906   ",15,53943620804,2014,CHUMBO
"DDO0833   ",3,35257980431,2010,CINZA
"BTI3922   ",43,97550841083,2020,VERMELHO
"TYG5688   ",93,65318147990,2020,CHUMBO
"YJA8263   ",5,39322756867,2007,VERDE
"RJK6850   ",43,37412163258,2020,CHUMBO
"EWX4638   ",32,98199417722,2021,PRATA
"NTH7552   ",24,72477958852,2008,VERDE
"ZDG0464   ",100,92912722464,2007,CHUMBO
"LOO6608   ",73,24329155342,2013,PRETO
"NAR6015   ",19,65776910518,2014,CHUMBO
"FDM3366   ",30,21456939652,2014,PRATA
"QDD9533   ",19,86017227004,2021,CHUMBO
"QXH5889   ",43,12733873673,2007,PRATA
"DYL8041   ",75,63200440064,2020,PRATA
"YPI7672   ",75,95134796320,2005,PRATA
"SMX4886   ",44,65398452576,2002,BRANCO
"RVB5842   ",33,97667249921,2001,BRANCO
"QSG1138   ",18,39893258213,2016,VERMELHO
"UHU9248   ",71,68280397728,2021,VERMELHO
"XWE2521   ",22,94586096806,2018,VERMELHO
"QKA8898   ",38,37237370314,2000,CINZA
"ZYM4531   ",55,74041663407,2012,VERMELHO
"ATO0576   ",25,17817640075,2019,PRATA
"PTJ4892   ",4,62084404085,2002,AMARELO
"RII3244   ",35,65935943054,2024,CHUMBO
"QRT0249   ",52,88701063062,2021,PRETO
"PMK2449   ",7,44335925681,2002,CHUMBO
"ZRT7298   ",99,46395476148,2009,BRANCO
"OYQ6442   ",17,67914738114,2021,BRANCO
"MXL8607   ",4,18381259921,2017,CHUMBO
"DVA7210   ",58,28170945781,2014,CHUMBO
"MOH5614   ",85,21407276246,2004,CINZA
"RBT9414   ",6,15204198134,2014,BRANCO
"NDG6578   ",72,53180226337,2018,AMARELO
"RYX8099   ",75,23037397997,2020,PRETO
"VZP7477   ",41,66881792740,2002,CHUMBO
"CMV3576   ",64,97462463257,2017,CINZA
"BYI4869   ",9,55076413088,2002,BRANCO
"FFR4808   ",89,65321266352,2021,AMARELO
"FBI8010   ",66,84348293520,2008,CHUMBO
"MSB0558   ",33,54853454416,2022,CHUMBO
"BWD6436   ",67,67057156534,2008,PRATA
"NIC9897   ",45,63379663263,2014,BRANCO
"XAL0776   ",24,41234377677,2012,VERMELHO
"GCP7586   ",14,65004626749,2006,BRANCO
"FUZ8275   ",17,26953482275,2011,CHUMBO
"EQP1354   ",99,24397782260,2014,CHUMBO
"YEB9234   ",66,93639298624,2020,PRATA
"UEF6129   ",6,77890264142,2006,CHUMBO
"PTB6051   ",81,23933989417,2006,CINZA
"XCN7314   ",61,40081766341,2001,BRANCO
"GZP1196   ",44,52294934771,2011,PRETO
"IXB1561   ",26,60157138745,2011,PRATA
"DYV3190   ",31,35315539465,2001,VERMELHO
"LLN4674   ",90,24721957362,2001,CHUMBO
"QYL0070   ",31,77707821495,2021,PRATA
"YIL1270   ",97,11809007788,2007,CHUMBO
"PVP9513   ",71,77501089056,2014,BRANCO
"JPB0352   ",3,21970192976,2021,PRETO
"MBQ6840   ",1,52531500416,2020,PRATA
"WKE6987   ",74,85990331320,2016,VERMELHO
"UAZ6453   ",21,11862354455,2022,PRETO
"NXA0686   ",38,34196480510,2020,CHUMBO
"HPJ4880   ",46,71090866492,2022,AMARELO
"HCZ2420   ",82,71042666734,2015,PRATA
"NLD4021   ",82,37893480440,2014,PRETO
"ZOK8829   ",18,27536548556,2016,AMARELO
"YAE9424   ",7,89010083724,2005,PRATA
"NUD2725   ",2,31775162566,2001,VERMELHO
"DYS6126   ",31,79474573008,2002,CHUMBO
"AAZ6996   ",35,80547665520,2018,BRANCO
"TWI5560   ",43,34881820849,2024,VERDE
"GDK3283   ",90,52850834800,2004,PRATA
"KRN7394   ",25,37170320241,2000,CHUMBO
"PGA8743   ",36,35528577987,2013,CHUMBO
"TIH1736   ",61,54281320693,2001,BRANCO
"UKK8696   ",94,78885091637,2014,PRATA
"IVH7175   ",68,73967906010,2012,PRETO
"TQW1005   ",90,75758083140,2011,BRANCO
"RGW7647   ",55,11001324140,2014,CHUMBO
"JWR7991   ",72,54055085451,2005,PRETO
"AFF6268   ",90,51609644138,2011,VERMELHO
"QXJ5837   ",27,39475692866,2013,CHUMBO
"WIQ5904   ",47,39297787009,2021,CHUMBO
"OIM4569   ",33,43859300060,2002,CHUMBO
"DWG8804   ",72,39116354591,2023,BRANCO
"THT1251   ",92,60332822686,2005,BRANCO
"API7122   ",28,39827644967,2019,CHUMBO
"LQF1972   ",89,38290786894,2007,CINZA
"ONZ3895   ",5,72904524352,2024,PRATA
"GDE7667   ",56,51471910228,2015,BRANCO
"VEO6430   ",20,54159939081,2019,AMARELO
"QDQ4152   ",97,38398320429,2009,CHUMBO
"VOL1946   ",2,16963374376,2010,BRANCO
"BDZ0335   ",20,92032085578,2008,CINZA
"LHG2700   ",93,83659368828,2008,PRATA
"HRY7021   ",47,85055697459,2007,BRANCO
"AQA7141   ",98,35461806780,2015,BRANCO
"YVS0485   ",83,41885138808,2018,VERMELHO
"MXT6422   ",53,78491465970,2013,PRATA
"QLY8519   ",60,71704159677,2017,CINZA
"BCT1782   ",58,63729073635,2013,PRATA
"KDL1052   ",100,23585408770,2016,CHUMBO
"DGX3597   ",50,17383746277,2009,VERDE
"KEW8301   ",80,55332967519,2000,VERMELHO
"CNJ0424   ",79,89996394325,2015,CHUMBO
"TFC8639   ",25,35874292568,2017,CINZA
"PLM3329   ",98,27832915980,2001,AMARELO
"KOW0823   ",63,85263665097,2006,CHUMBO
"QAZ6099   ",54,97785216704,2005,CHUMBO
"CIF7509   ",15,47089154385,2019,CHUMBO
"ZYQ5706   ",68,96926078227,2022,PRATA
"SPB5821   ",21,57303080018,2012,CHUMBO
"KDT3888   ",81,34381209866,2000,CINZA
"DEM2970   ",60,42917151319,2000,CHUMBO
"HGZ8623   ",2,22878849810,2008,PRATA
"TZV9658   ",37,50169735435,2019,PRETO
"KOK3456   ",24,59802420826,2001,PRETO
"CTX4459   ",19,33828223177,2023,CINZA
"PVP1564   ",82,11944858494,2002,CINZA
"LME2890   ",64,73208551830,2016,CINZA
"URT9262   ",9,54985862338,2008,AMARELO
"VDB5304   ",33,96896779325,2013,PRETO
"OCF6411   ",80,19063756866,2001,BRANCO
"YHP0135   ",9,28200582976,2007,CINZA
"GEP9733   ",10,94254695876,2011,CHUMBO
"OBD1918   ",5,90497155469,2023,CHUMBO
"ILH7416   ",47,53363069262,2012,CHUMBO
"CVU7322   ",78,71267878378,2007,CHUMBO
"ZXS7444   ",98,55903116868,2003,CHUMBO
"ILQ9893   ",27,95758329173,2013,BRANCO
"KFS5913   ",15,67497998678,2002,VERMELHO
"ZEM3418   ",7,84135575312,2020,PRATA
"AGD0474   ",63,72039223248,2023,PRATA
"XOD5514   ",71,59307406482,2018,PRATA
"GGS3407   ",8,40850898137,2009,CHUMBO
"CHL0799   ",43,47189275425,2023,CINZA
"IDY5398   ",87,96397751894,2021,CHUMBO
"BHK6211   ",76,56197323018,2004,VERDE
"ZGX2817   ",41,27058258582,2011,PRETO
"JNE1469   ",10,96392838967,2020,CHUMBO
"TTZ9125   ",50,53442347232,2005,CHUMBO
"YHU9971   ",98,30089846819,2003,BRANCO
"BOC3672   ",15,24333522566,2016,BRANCO
"KVU2480   ",19,73828108518,2009,BRANCO
"HAI3921   ",94,70614481055,2015,BRANCO
"PUL5865   ",70,26934913299,2022,PRETO
"POT6187   ",90,96829686841,2019,PRETO
"SQB5819   ",9,83210847939,2012,BRANCO
"YYS5172   ",87,28048688092,2014,PRETO
"JWJ9931   ",27,53124232918,2020,BRANCO
"CPB3938   ",64,63552476067,2019,CHUMBO
"AUK2652   ",10,42539923547,2007,VERDE
"VRO7169   ",71,60347324007,2005,AMARELO
"EVV4429   ",7,47727387546,2011,PRETO
"DHY2793   ",49,71496820892,2018,BRANCO
"OOD0148   ",30,22157339799,2013,CHUMBO
"TQL1220   ",89,61266941312,2011,PRETO
"GIN2609   ",83,19180299228,2024,CHUMBO
"IFI6267   ",71,62600806657,2001,VERDE
"MCW0679   ",48,38628363947,2018,CHUMBO
"ICW9315   ",24,71658013569,2004,PRATA
"FXJ6439   ",59,33099917621,2001,VERDE
"GTO3460   ",10,38593575946,2011,CHUMBO
"SKV9244   ",37,50425895497,2011,CINZA
"MEB7028   ",14,75199629229,2005,PRATA
"ENN1423   ",69,10287152611,2007,BRANCO
"NGT9832   ",47,20554782481,2008,CINZA
"SWK3368   ",63,28632493154,2007,CHUMBO
"ODF1471   ",71,60434692735,2015,CHUMBO
"KUA3713   ",62,48815154089,2012,PRATA
"DFJ8373   ",93,18979881254,2004,BRANCO
"PBN3860   ",38,28153781151,2023,BRANCO
"YZL4430   ",40,49494523285,2017,CINZA
"FBM9897   ",95,39874771213,2011,BRANCO
"EJJ7676   ",22,76606891843,2005,CHUMBO
"XYX0039   ",57,57223453402,2007,CHUMBO
"ZVW2869   ",91,34504915990,2005,BRANCO
"XJT4423   ",45,11681921034,2001,BRANCO
"RTR9135   ",31,20472583921,2007,PRATA
"IKM6417   ",33,68047541034,2008,VERDE
"NWT6649   ",77,12274087547,2013,CHUMBO
"CMF4437   ",23,64990351278,2021,PRATA
"MEC8216   ",19,16462682047,2017,BRANCO
"GNN5477   ",30,43767673995,2014,BRANCO
"WJG4888   ",81,35592111725,2012,BRANCO
"PLW5749   ",72,88153264394,2001,CHUMBO
"ZKA7225   ",83,92575499128,2020,PRETO
"MLR4168   ",38,21505723504,2005,PRETO
"EXC9524   ",93,44499475266,2020,CINZA
"PTL3877   ",61,50064284761,2017,AMARELO
"DCM4715   ",32,42012216804,2006,BRANCO
"SAQ5217   ",3,96624832367,2021,AMARELO
"SES6644   ",71,11732065519,2004,CINZA
"JIF7827   ",58,87157841071,2002,CHUMBO
"TIJ2054   ",4,51250548141,2020,PRATA
"YRQ8996   ",55,34905459660,2022,BRANCO
"UAA2574   ",31,98208069690,2020,BRANCO
"XZB2999   ",66,21602041380,2014,CHUMBO
"TEJ2818   ",93,76536490686,2019,BRANCO
"JFL8291   ",4,57182574063,2015,PRATA
"KOA8713   ",76,63661055621,2007,PRATA
"BOP6685   ",94,71106623675,2012,PRETO
"GMR3853   ",35,41568442335,2001,BRANCO
"WOZ7094   ",23,23311491058,2002,CHUMBO
"SEA6689   ",46,44609000927,2015,CHUMBO
"YUX7395   ",11,58380232682,2012,PRATA
"HME5563   ",82,92176951523,2003,AMARELO
"CQX5176   ",66,65257243655,2011,CINZA
"AHF5871   ",94,69482954564,2011,PRETO
"WLB9463   ",16,45401736373,2014,BRANCO
"HCP0294   ",6,82842698061,2024,VERMELHO
"WPB9767   ",99,11380681670,2007,CINZA
"UVU6708   ",18,86116577286,2009,BRANCO
"KWH4298   ",79,71562651313,2001,CHUMBO
"GVU4256   ",60,42233701896,2023,PRETO
"SVM2293   ",52,64252352973,2011,CHUMBO
"WFR7055   ",3,52114226969,2001,CINZA
"QMR9261   ",47,26489481979,2023,CHUMBO
"GGC2295   ",74,58945931659,2002,CHUMBO
"XKW0900   ",53,80998684678,2000,BRANCO
"YYO4277   ",62,21262511638,2022,CINZA
"SER8859   ",44,41457446823,2003,PRATA
"XOB9166   ",68,37870056373,2000,CHUMBO
"ISH3563   ",20,30900928617,2009,CHUMBO
"NWP9589   ",53,53132347983,2024,PRATA
"MFI8853   ",56,96283644475,2002,VERMELHO
"UBD2167   ",36,90722411076,2015,BRANCO
"VRX0607   ",23,84398235666,2005,CINZA
"NDQ3718   ",19,10830414909,2015,AMARELO
"YLE0183   ",18,28674196057,2023,BRANCO
"ETM2894   ",59,13866326406,2006,PRETO
"KPA3674   ",53,85831949221,2019,BRANCO
"HPJ2682   ",48,10976984560,2001,AMARELO
"FEY8624   ",50,53804837062,2014,CHUMBO
"QZU8165   ",72,41857056540,2007,PRETO
"YDU8670   ",46,77491483562,2009,CHUMBO
"UVM2418   ",46,66746078660,2009,CHUMBO
"OMY5440   ",5,84341710122,2010,CINZA
"UMG0690   ",27,91459041707,2007,PRATA
"WUY0840   ",38,18793486163,2011,BRANCO
"UGD8971   ",54,91227547658,2011,CHUMBO
"XVH7333   ",12,32922119261,2016,PRATA
"SSZ1551   ",6,60309461315,2004,PRATA
"PZO4562   ",42,16495825015,2021,PRATA
"ZSF5582   ",15,74138848224,2013,CHUMBO
"NZX1650   ",75,78054630920,2024,AMARELO
"CAQ8715   ",21,83853161620,2019,VERMELHO
"NZN9826   ",40,20684901892,2011,CHUMBO
"WQJ7788   ",32,30805999579,2022,CHUMBO
"BOY9115   ",65,27389733608,2020,CHUMBO
"NXS3008   ",12,25087730005,2004,CHUMBO
"QKG6343   ",81,64851954193,2008,PRETO
"HMC0966   ",84,29470025850,2013,CHUMBO
"QPU9982   ",10,79663923642,2004,VERMELHO
"JWQ3695   ",48,22806707941,2013,VERMELHO
"FTJ6756   ",46,57964089576,2024,VERMELHO
"LIL9153   ",12,27784549883,2000,CHUMBO
"TJM3776   ",33,38242270468,2006,BRANCO
"VLZ3591   ",4,79816537232,2008,CHUMBO
"VTP3054   ",94,58455363622,2014,BRANCO
"XIH2228   ",70,35323462459,2005,CINZA
"COU4191   ",10,78402104109,2005,VERMELHO
"XHI3410   ",35,69035632412,2010,CINZA
"KAB9745   ",3,81903742658,2013,VERDE
"MVQ8606   ",13,81494098461,2004,CINZA
"TUW7322   ",51,49140311885,2004,CHUMBO
"RMV6215   ",43,44411398057,2005,PRATA
"RUA4074   ",81,93118892854,2006,CHUMBO
"BEM8261   ",53,57567716322,2019,VERMELHO
"NCN5984   ",89,59630054107,2003,CINZA
"VJT4753   ",93,98676493535,2022,BRANCO
"BWA2698   ",44,36454004411,2005,PRETO
"KPI1860   ",24,66047158423,2007,CHUMBO
"GKC1403   ",6,94298986692,2006,AMARELO
"NAG4562   ",38,71812332374,2010,CHUMBO
"RCZ5516   ",43,46803655984,2001,PRATA
"NRT8004   ",28,73124632800,2004,CHUMBO
"ZIW6618   ",32,43374776003,2003,CHUMBO
"OZO7939   ",55,14349233133,2002,BRANCO
"GYF4973   ",75,68332817691,2004,PRETO
"YTJ4406   ",40,95604724968,2018,PRATA
"SHJ4201   ",78,17174748210,2012,CHUMBO
"YDV0239   ",36,98590072884,2005,PRATA
"QIL0144   ",62,16244921621,2014,CHUMBO
"RUC9447   ",33,16488123051,2020,BRANCO
"ICM7598   ",85,99603986099,2015,VERMELHO
"BGB4853   ",19,19330870693,2022,CINZA
"TVL8718   ",79,33311626103,2022,CHUMBO
"WUE4808   ",91,14420580523,2024,CHUMBO
"KUE0902   ",66,31675888392,2004,CHUMBO
"BBG2920   ",79,86823640249,2003,AMARELO
"QXP7394   ",79,34513867821,2024,CHUMBO
"FDE9836   ",81,10760982993,2021,BRANCO
"RZW2293   ",29,15588419263,2022,CINZA
"KHI3460   ",20,63786718583,2000,PRATA
"TWR8074   ",98,11415473401,2009,CHUMBO
"QQQ1671   ",89,77461320277,2002,VERMELHO
"CXA6427   ",80,13811087525,2017,PRATA
"GJJ3019   ",71,54337159509,2021,VERMELHO
"YIB8900   ",49,64499293277,2000,CINZA
"ZZH4565   ",52,19338620014,2007,BRANCO
"ACE1901   ",55,56131407772,2011,CHUMBO
"YKG8873   ",34,74746517320,2004,CINZA
"CEI7871   ",56,18676780647,2000,VERMELHO
"FPD9429   ",7,19509288727,2009,CHUMBO
"UVA0513   ",3,12133085911,2003,CHUMBO
"CXU9887   ",78,53818042206,2016,CHUMBO
"GIV5915   ",16,27936384500,2020,AMARELO
"PMH1027   ",6,93460232208,2016,VERMELHO
"BJN4849   ",73,17662150318,2011,VERMELHO
"GGQ2608   ",39,75182254717,2019,CHUMBO
"UYA9199   ",12,92095921274,2000,VERMELHO
"ZXZ3702   ",82,39800354160,2000,CHUMBO
"LMM1974   ",64,93287037818,2012,AMARELO
"GZY2410   ",45,56511334265,2014,CHUMBO
"UON0097   ",98,23349649967,2023,CHUMBO
"ZDY0367   ",47,29535280015,2011,PRATA
"ZZQ2882   ",11,96030402195,2006,CHUMBO
"UKK2503   ",99,47521282786,2005,CHUMBO
"KAX1543   ",41,12682281004,2024,AMARELO
"UTL8450   ",28,33625174124,2014,VERMELHO
"VJU2690   ",90,11184489936,2024,BRANCO
"KDJ3322   ",50,75515429342,2023,VERMELHO
"XNK6309   ",73,48059986754,2023,BRANCO
"QTL2958   ",20,95324521499,2008,BRANCO
"DMJ8128   ",72,17082304490,2004,VERMELHO
"BBG6954   ",86,89251934368,2002,PRATA
"NGA5161   ",24,21998383371,2009,CHUMBO
"ULT4077   ",49,18488774051,2019,PRETO
"VYS1270   ",47,78870400256,2007,CHUMBO
"GHU1203   ",9,83247231015,2014,BRANCO
"MCU0922   ",32,93758454170,2014,AMARELO
"OXM4707   ",9,73649619447,2008,CHUMBO
"KUS0761   ",42,31491427173,2023,CHUMBO
"AAH6232   ",25,51769814223,2024,CHUMBO
"OUM1878   ",81,29425196371,2001,CHUMBO
"PZT6429   ",55,72709699580,2018,PRATA
"DEU5567   ",72,67253340306,2018,PRATA
"QQS3314   ",9,48782472880,2015,PRATA
"CMQ3594   ",10,49190289780,2008,CHUMBO
"MRE5635   ",79,40028652314,2015,CHUMBO
"UNQ9692   ",46,70789256774,2005,AMARELO
"HWD1390   ",69,95270946720,2022,CHUMBO
"XKZ2654   ",94,75412885387,2000,CHUMBO
"CSF5022   ",48,35354483129,2003,PRATA
"DAB5951   ",69,41716278324,2009,BRANCO
"LCR2367   ",5,79473025876,2024,CHUMBO
"XAW3218   ",92,52175255230,2024,PRETO
"UPP6812   ",91,76532876577,2008,CHUMBO
"PYE5108   ",45,65558251092,2002,BRANCO
"JYN3725   ",33,46245365730,2017,CHUMBO
"ZGS2424   ",83,20650995878,2011,BRANCO
"BZP4690   ",66,20939635606,2013,CHUMBO
"NAD0379   ",75,30025258679,2024,CINZA
"EJY4198   ",61,62929350909,2019,PRETO
"KMO0824   ",29,89772859061,2015,PRATA
"NLM6169   ",43,57622055866,2008,PRETO
"LAQ7403   ",57,28939847954,2015,BRANCO
"YHN1334   ",94,45112311428,2010,PRETO
"BRC0372   ",24,43650813582,2005,CHUMBO
"XHH1380   ",98,13900728294,2019,CHUMBO
"KSD5218   ",92,16627261977,2023,PRATA
"OTI1454   ",71,17575005345,2021,VERMELHO
"FAQ3683   ",99,83874217799,2012,VERMELHO
"YIT0783   ",70,84012802388,2006,CHUMBO
"MFX0105   ",67,74864989699,2017,CINZA
"SFV0936   ",54,58435092784,2023,CHUMBO
"EUG5872   ",36,59280400618,2023,CHUMBO
"XVB2816   ",56,50618210098,2013,CHUMBO
"LVS2131   ",27,12191581706,2021,PRATA
"WRB2826   ",45,90972240664,2007,AMARELO
"DDY8253   ",60,48221264256,2014,AMARELO
"KSJ8910   ",27,77804102366,2015,BRANCO
"KTT0861   ",36,33094101334,2019,BRANCO
"WJQ1338   ",76,10755872085,2014,CHUMBO
"NBU8618   ",3,87727685863,2017,CINZA
"UFU2597   ",77,49890087435,2008,PRATA
"RJJ9803   ",90,43226557841,2017,PRATA
"GWV9588   ",4,65737805083,2012,PRATA
"EXE4902   ",95,49310280206,2013,CHUMBO
"DKO9910   ",18,39925369621,2023,VERDE
"HTJ4894   ",27,49731520808,2000,PRATA
"BJJ4621   ",84,30563613205,2023,BRANCO
"CIU7607   ",13,19969472951,2014,PRETO
"UEO7055   ",29,91361472034,2020,BRANCO
"SPA4811   ",30,71357726348,2014,VERMELHO
"YXS8866   ",98,61383334182,2007,PRETO
"LGL1823   ",7,60401193243,2017,PRATA
"QGL0350   ",92,65317612135,2018,BRANCO
"RFY4731   ",42,22450658808,2014,CINZA
"GND7849   ",64,22821715111,2018,VERDE
"MYV2817   ",47,84638880742,2019,VERMELHO
"LHR9831   ",80,15264268050,2002,CHUMBO
"OIG7719   ",60,16544371951,2017,CINZA
"DOW7138   ",43,43152340948,2011,CHUMBO
"DFP0909   ",94,39926652639,2005,CINZA
"CCD2878   ",41,30879942091,2008,CHUMBO
"MKM7981   ",70,62888746287,2021,BRANCO
"ONS7064   ",50,80863070552,2019,CHUMBO
"ECK5388   ",85,87545288982,2024,VERMELHO
"YRZ8954   ",36,25640090063,2016,AMARELO
"HTP2687   ",51,75124405167,2017,PRETO
"OZZ6315   ",75,83892090867,2024,VERMELHO
"VVL7786   ",53,81644348941,2015,CHUMBO
"FVT8460   ",14,35582556439,2012,CHUMBO
"UXN9776   ",92,29255106387,2017,CHUMBO
"NHS7471   ",84,98226467424,2015,VERDE
"OSL7227   ",2,99545148029,2020,CHUMBO
"FFG9184   ",89,46926470818,2022,CHUMBO
"UGJ3050   ",99,72691048881,2016,CINZA
"BOX0625   ",13,47375930523,2023,CHUMBO
"UFC0248   ",89,58705726173,2023,VERMELHO
"WJH1658   ",19,25336923155,2018,CHUMBO
"RUE1077   ",60,30455040273,2023,CHUMBO
"JYL8550   ",19,85999585570,2022,CINZA
"AFJ8302   ",83,17867837115,2016,PRATA
"GEK6897   ",34,63971236212,2008,VERMELHO
"KAM0821   ",77,65636758891,2019,CINZA
"NFX3342   ",9,55640355973,2003,VERMELHO
"CWY3251   ",44,86700275940,2024,CINZA
"LXA4829   ",9,60145146965,2010,CHUMBO
"RSN4124   ",58,87938471958,2013,BRANCO
"EKJ5627   ",69,58546853438,2005,CHUMBO
"TIJ1943   ",87,99498321310,2013,VERDE
"UQK1542   ",39,28865269717,2009,CHUMBO
"AKF7842   ",10,50716099917,2000,VERMELHO
"XDU6692   ",27,26435680595,2019,CINZA
"PZK4347   ",87,76535197023,2002,CINZA
"EMW1725   ",50,39845639028,2019,BRANCO
"HNM5685   ",94,14016062237,2001,CINZA
"BQK0200   ",54,74819199277,2017,VERDE
"ZWT1082   ",82,13253479683,2004,CINZA
"ZPG0540   ",10,24975293267,2023,AMARELO
"TZK0987   ",33,93923214269,2006,CHUMBO
"WXW3215   ",42,28911519384,2018,VERMELHO
"COW6337   ",51,55791927357,2003,BRANCO
"RXS2859   ",77,81727496501,2018,PRATA
"HBT7069   ",24,93509850938,2024,VERMELHO
"KEU7474   ",68,40926728337,2017,AMARELO
"JKP5437   ",34,78844860051,2024,BRANCO
"MAW7013   ",10,86508500379,2015,CHUMBO
"GYH0514   ",19,74949092418,2019,CHUMBO
"CGX6544   ",69,21265662731,2012,CHUMBO
"PAL4004   ",30,54035997594,2012,AMARELO
"MAE6980   ",22,98425784979,2021,CHUMBO
"BRN0889   ",93,25319149916,2021,CHUMBO
"UTK3997   ",27,56568391893,2001,CHUMBO
"SAN3714   ",38,67032995572,2010,BRANCO
"PRB5718   ",19,83842810765,2018,BRANCO
"TEZ2822   ",29,40467655385,2024,CHUMBO
"YLU4174   ",36,41925044380,2006,PRATA
"YJX1675   ",79,25747888005,2011,CINZA
"HQV3048   ",71,61157307775,2019,VERMELHO
"DKY4385   ",38,41862746512,2001,CHUMBO
"WUB5137   ",68,84610625220,2024,CINZA
"YRP6246   ",7,60139782547,2008,VERMELHO
"MSG0858   ",7,88451255938,2023,CHUMBO
"QYD6049   ",36,91964830359,2016,CINZA
"KJK3925   ",97,62400748728,2000,CINZA
"LBM4740   ",37,53190101980,2001,VERDE
"XEI1652   ",4,69811919923,2016,BRANCO
"ACQ6028   ",18,87771442794,2002,CHUMBO
"EIV4362   ",36,34764433800,2018,CHUMBO
"FPN7823   ",35,85967567412,2018,BRANCO
"ICU3611   ",50,85279700265,2014,BRANCO
"FFW1787   ",95,60919733830,2009,BRANCO
"EYA2925   ",85,78467741286,2001,CHUMBO
"QPL7010   ",70,53129248146,2014,PRETO
"JFW7268   ",57,66504886666,2019,BRANCO
"NJX0976   ",61,89866066162,2002,CHUMBO
"LWJ9793   ",85,31480750137,2006,VERMELHO
"NAO9421   ",74,29581536052,2019,CHUMBO
"CBF3394   ",88,88000268547,2007,BRANCO
"FIA7050   ",17,82769121210,2011,VERMELHO
"VJS4610   ",80,60833926147,2008,PRETO
"UUB6020   ",68,40719871552,2020,CHUMBO
"BWS8965   ",89,24343391544,2015,VERMELHO
"QTA4560   ",42,64590000265,2010,PRATA
"HDR9548   ",97,50423784934,2005,BRANCO
"RFZ0585   ",15,55344824182,2012,CHUMBO
"SXC3171   ",36,15367734476,2022,VERMELHO
"CLX5699   ",91,70562827030,2021,AMARELO
"YOT4793   ",17,36558497159,2020,PRATA
"CAF3626   ",82,14777910997,2007,BRANCO
"ASB6795   ",20,95309631844,2024,CINZA
"QQL8260   ",73,59828519223,2004,PRATA
"GFQ3146   ",38,51618118745,2016,CHUMBO
"TPT7270   ",60,90022028826,2015,CHUMBO
"DNO6217   ",96,56637391303,2017,CHUMBO
"GZF1006   ",43,83827002621,2019,BRANCO
"QGM1085   ",25,36854000492,2006,BRANCO
"CBX8282   ",62,59792947431,2017,BRANCO
"GLD6980   ",19,88684484956,2014,CHUMBO
"TOV5526   ",45,37911478776,2007,CHUMBO
"HCV4753   ",82,90804614750,2002,CINZA
"ENT1316   ",95,93643828707,2000,BRANCO
"XNC9925   ",15,64489455143,2021,CHUMBO
"BGU1998   ",51,48507524949,2017,AMARELO
"SLR2473   ",61,81520501834,2017,CINZA
"QHI9450   ",51,53130494996,2021,BRANCO
"AIF7257   ",97,33361752777,2018,CHUMBO
"JEO0681   ",94,30495181586,2011,CHUMBO
"ZRX8597   ",22,97231972900,2001,VERDE
"JFY2545   ",98,67370476777,2012,CHUMBO
"RAE3882   ",40,53009593122,2006,VERMELHO
"EGB1313   ",28,11320044173,2021,BRANCO
"MUP6371   ",99,58810761061,2008,BRANCO
"DLY9169   ",90,95285762195,2014,CHUMBO
"FJE1828   ",6,56269204587,2001,VERMELHO
"OBQ9715   ",96,56242276926,2006,PRATA
"IDQ2483   ",70,83751631708,2018,BRANCO
"NXJ2582   ",89,33426315435,2008,VERMELHO
"AVJ1156   ",10,92191802747,2023,PRATA
"MEK4260   ",13,85335291228,2014,VERMELHO
"YYR0708   ",4,17659921948,2010,AMARELO
"GHE6250   ",19,37195902816,2018,VERMELHO
"FXC2583   ",55,35912844085,2023,CINZA
"TTB9080   ",55,46742057586,2004,PRATA
"XUX0972   ",33,74652989233,2024,CINZA
"VRB5519   ",3,37045834098,2017,VERMELHO
"EWV1781   ",97,57484768670,2013,PRATA
"YIH9656   ",60,81608576696,2015,PRATA
"MDS5431   ",92,35051277203,2001,CHUMBO
"ALL2598   ",41,52053756607,2012,CHUMBO
"XZX5902   ",37,21519587423,2005,PRATA
"VPN9199   ",33,55129822954,2023,CINZA
"JXS6417   ",22,61018770880,2009,PRETO
"TKF4376   ",88,18864782130,2021,BRANCO
"AYN9327   ",12,47515280547,2013,CINZA
"ZZE0655   ",32,15540397495,2011,BRANCO
"DMT6702   ",84,81308193124,2009,PRATA
